"","HE_AMI1_S7","HE_AMI2_S8","HE_AMI3_S9","HE_CLA1_S10","HE_CLA2_S11","HE_CLA3_S12","HE_NCA1_S19","HE_NCA2_S20","HE_NCA3_S21","HE_NTP1_S4","HE_NTP2_S5","HE_NTP3_S6","HE_NTP_AMI1_S13","HE_NTP_AMI2_S14","HE_NTP_AMI3_S15","HE_NTP_CLA1_S16","HE_NTP_CLA2_S17","HE_NTP_CLA3_S18","HE_unt1_S1","HE_unt2_S2","HE_unt3_S3"
"MAB_2599",60.49,50.86,55.96,34.05,37.51,44.91,18.2,25.85,24.03,66.54,63.66,58.22,69.95,60.72,63.07,32.73,26.62,40.28,70.95,63.78,68.45
"MAB_2600",150.22,110.12,122.45,115.49,89.41,115.61,30.14,82.78,53.14,111.11,89.23,105.23,166.64,132.8,115.2,93.81,95.55,98.86,128.01,116.09,115.57
"MAB_2601",110.62,99.96,76.05,114.74,81.62,86,35.88,78.62,45.58,36.05,49.14,68.23,126.3,94.53,84.54,115.61,83.68,78.61,60.36,61.55,77.8
"MAB_2602c",302.36,285.07,250.65,379.36,275.74,376.85,102.15,296.51,119.43,151.86,151.78,165.69,341.34,301.15,280.8,413.08,374.24,381.2,187.12,185.01,178.76
"MAB_2603c",148.73,152.69,116.64,153.16,130.91,185.07,37.93,53.92,52.11,104.65,75.3,98.51,153.46,263.04,257.22,161.32,135.61,70.84,102.62,84.43,73.2
"MAB_2604c",99.61,121.22,90.53,117.59,102.07,117.57,36.96,41.62,39.64,94.93,128.65,124.85,130.14,256.55,234.24,137.88,128.3,82.08,86,53.09,44.66
"MAB_2605c",233.65,228.22,172.3,133.16,111.15,137.88,384.3,346.39,402.24,229.11,212.47,224.04,234.18,295.35,346.89,199.51,193.66,141.12,267.61,218.7,225.82
"MAB_2606c",192.22,132.59,110.93,145.12,120.8,141.5,159.03,179.82,250.88,133.19,212.62,221.77,233.15,369.46,264.23,139.57,190.7,115.77,112.74,82.36,71.58
"MAB_2607",30.7,22.2,15.55,29.22,12.42,31.24,36.54,61.61,30.76,36.36,15.45,29.86,43.39,58.3,67.78,32.05,32.38,25.62,20.07,25.42,19.2
"MAB_2608",193.49,186.27,142,160.45,123.64,191.59,58,87.68,61.51,228.38,203.12,236.73,180.45,200.45,227.23,175.23,177,219.89,278.34,274.22,246.66
"MAB_2609",17.85,16.42,17,22,15.03,19.74,30,28.2,22.69,28.65,37,42,19,36.78,52.73,44.35,25,19.26,14.23,33.03,15
"MAB_2610",49.36,53.76,40.32,55.51,46.78,72.22,11.99,19.42,21.78,57.96,45.49,61.58,62.68,81.58,74.12,91.18,92,90.32,38.99,31,28.72
"MAB_2611",27.19,24.81,14.8,27.32,18.68,31.19,13.08,22.85,22.89,34.7,31.08,41.31,39.04,60.53,45.26,41.74,36.77,39.2,21.07,14.12,18.43
"MAB_2612",57.64,50.5,35.64,67.23,40.88,59.51,45.59,35.96,44.86,47.45,65.49,48.8,64.43,84.61,80,77.84,62.77,79.35,27.93,39.74,35.07
"MAB_2613",14.7,28.09,20.68,27.55,15.47,33.2,22.3,37.39,18.32,17.61,14.66,27.39,30.41,43.05,54.81,43.19,20.65,30.57,15.77,5.55,16.68
"MAB_2614",169.31,161.12,149.65,58.34,47.07,79.99,42.3,79.62,53.18,150.34,163.14,164.7,172.54,135.36,167.74,94.31,65.78,63.77,188.72,243.97,214.22
"MAB_2615c",2590.42,2124.09,1871.82,853.45,771.28,1109.41,309.01,1018.57,398.55,2383.55,2135.93,2283.92,2283.49,1961.89,2029.95,1084.26,1077.45,1111.35,2764.46,2677.22,2579.76
"MAB_2616c",143.62,116.04,100.41,74.57,50.32,88.61,52.03,196.32,72.38,127.42,135.89,180.46,182.78,120.72,133.95,97.59,79.86,121.73,144.19,132.09,132.01
"MAB_2617c",1236.47,1037.42,925.82,547.74,370.74,788.5,357.98,1158.41,426.61,1154.66,1029.4,1157.61,1030.25,850.82,830.88,625.81,601.83,729.01,905.21,1275.47,1220.17
"MAB_2618",74.86,39.64,45.82,90.85,51.93,97.38,8.09,9.65,11.93,70.54,44.54,52.92,58.27,43.49,54.55,84.55,89.38,116.7,44.61,58.11,51.92
"MAB_2619",230.7,185.86,179.34,127.8,102.58,146.89,17.73,21.96,19.88,329.35,241.07,245.93,289.09,158.26,204.85,143.12,144.69,132.96,242.66,277.91,265.04
"MAB_2620",74.12,75.81,52.35,41.62,26.05,49.99,31.38,69.01,44.46,95.26,87.09,110.36,98.57,120.22,95.7,62.43,48.3,62.57,79.09,86.34,88.58
"MAB_2622c",123.36,101.61,77.32,50.45,55.65,61.47,51.08,97.2,63.47,244.42,241.36,301.76,91.07,71.46,100.01,109.39,60.39,85.45,395.38,368.23,338.93
"MAB_2623c",144.31,112.47,108.89,69.31,66.64,76.04,21.8,47.2,22.66,383.64,314.01,352.5,100.01,79.82,82.65,91.38,65.69,91.39,495.08,455.39,439.05
"MAB_2624c",293.2,259.32,234.82,172.53,219.92,253.43,62.12,128.08,84.65,533.38,477.46,569.97,212.11,178.19,211.09,208.65,148.8,207.99,777,786.49,698.81
"MAB_2625c",241.57,189.43,165.7,314.62,306.42,359.36,19.91,46.95,27.5,435.7,381.53,470.89,153.26,164.42,179.12,286.23,245.84,290.59,562.47,523.39,470.47
"MAB_2626c",576,439.31,376.47,363.49,274.07,359.69,23.38,38.69,25.47,891.91,691.59,845.04,543.65,384.01,472.05,438.42,413.12,462.12,1095.49,1073.59,1089.91
"MAB_2627c",506.27,435.95,334.96,440.46,382.18,446.23,24.84,83.03,24.93,648.26,477.39,575.58,569.73,432.46,496.49,638.34,671.93,682.84,770.11,782.31,763.84
"MAB_2628c",280.55,369.51,185.46,362.88,231.96,424.91,53.5,240.85,99.18,217.62,260.04,329.47,287.12,327.99,230.18,244.38,199.51,275.78,157.45,193.91,170.61
"MAB_2629",45.22,33.77,24.46,31.43,27.49,28.77,15.19,16.15,7.39,121.96,82.99,113.24,38.86,34.19,44.42,40.39,24.84,39.73,84.53,146.23,140.32
"MAB_2630",602.96,622.86,380.85,483.01,384.85,611,2186.85,4958.2,2781.82,341.62,352.54,349.55,577.05,1027.69,889.34,414.11,474.51,174.12,329.64,279.51,249.2
"MAB_2631",155,146.43,110.49,109.39,84.34,132.43,3679.68,9496.43,4243.15,167.3,184.61,223.46,153.95,240.47,271.04,110.35,131.01,118.16,233.54,224.01,210.7
"MAB_2632",112.99,120.68,91.18,84.51,58.28,77.19,2218.26,5280.32,2302.68,154.93,155.85,213.59,157.49,241.7,280.89,114.74,97.12,97.01,170.18,215.24,168.54
"MAB_2633",114.14,116.31,63.5,103.23,57.41,79.89,1018.47,2038.81,1182.57,146.41,218.55,221.91,191.45,279.31,243.23,125.89,110.93,77.78,153.09,130.89,102.85
"MAB_2634",405.54,347.57,249.95,178.88,153.22,243.69,786.31,890.31,849.89,527.65,433.41,498.58,506.65,438.78,377.59,264.88,291.72,289.47,362.3,428.08,416.01
"MAB_2635c",325.97,323.16,251.77,181.91,146.66,214.47,763.93,2053.3,908.12,331.18,353.08,390.95,417.42,411.45,394.5,235.7,233.59,224.07,269.07,269.36,271.84
"MAB_2636c",541.64,478.47,363.62,531.07,398.8,558.03,3013.09,10092.85,3456.73,481.62,504.08,609.32,575.34,503.68,460.49,569.91,514.36,606.31,600.24,536.26,564.61
"MAB_2637c",77.88,68.85,63.89,73.49,42.01,82.15,11.41,21.12,5.59,45.05,53.47,50.7,50.78,48.86,46.89,70.42,90.95,79.97,55.03,65.97,49.5
"MAB_2638c",427.32,320.47,319.62,129.18,90.95,187.2,56.91,88.76,61.04,422.46,310.74,418,384.31,320.47,405.81,193.03,193.72,166.26,348.43,381.58,335.38
"MAB_2639c",3762.12,3003.32,2730.14,1695.57,1399.77,2050.57,770.05,1272.54,917.8,4893.8,4419.82,4850.95,4142.81,3086.39,3320.3,2044.12,2145.91,2235.69,4496.04,4554.46,4163.85
"MAB_2640c",791.53,632.76,517.92,600.54,422.92,706.19,256.39,200.54,269.92,532.82,513.03,585.74,1060,867.62,758.96,648.11,670.89,731.46,427.43,408.59,376.5
"MAB_2641c",1372.73,977.39,948.92,913.07,672.69,1202.15,247.86,291.62,290.3,1175.58,1031.93,1232.96,1749.27,1312.27,1080.05,1030.73,970.16,1142.49,1079.72,1109.95,1078.74
"MAB_2642c",1123.27,1009.07,864.01,347.95,366.45,478.15,270.18,430.55,408.73,2315.76,1961.28,2388.64,1012.23,879.22,920.3,431.19,378.74,437.93,2484.49,2273.96,2226.76
"MAB_2643c",723.14,671.53,508.43,303.31,291.89,365.38,263.18,336.77,355.15,1361.42,1204.77,1416.89,680.54,618.74,592.36,278.18,262.66,305.95,1282.8,1083.43,979.99
"MAB_2644c",953.57,800.7,722.85,401.57,310.58,571.69,112.09,149.31,102.07,1329.73,1057.99,1291.3,820.53,712.86,744.55,472.04,487.05,462.62,1148.8,1155.32,1081.64
"MAB_2645c",1899.23,1651.42,1416.24,1657.04,1233.69,2255.28,87.38,189.93,115.43,2237.57,1746.82,2113.7,1723.55,1574.55,1604.23,1762.28,1751.49,1959.78,1952.34,1761.18,1551.88
"MAB_2646c",709.55,630.82,575.05,338.28,256.09,459.15,203.41,344.35,260.91,517.89,459.7,549.19,591.76,533.82,557.18,312.42,290.19,362.5,540.76,567.34,462.43
"MAB_2647c",2397.31,1871.19,1745.26,1323.18,884.77,1726.26,470.57,841.93,520.09,1307.55,1187.23,1376.93,1963.41,1665.97,1715.99,1362.2,1308.93,1597.57,1193.19,1256.8,1209.42
"MAB_2648c",334.19,286.43,223.3,306.2,228.84,366.16,530.84,642.39,687.01,354.35,321.61,371.08,325.11,388.92,306.24,275.2,280.81,331.47,319.23,329.3,267.11
"MAB_2649",73.09,56.68,47.35,68.93,56.28,52.31,83.43,40.01,107.3,51.15,55.58,54.85,85.35,137.01,131.92,98.22,118.96,92.77,37.03,28.59,33.16
"MAB_2650",1978.26,2120.28,1455.26,1519.03,1034.05,2059.46,6333.2,6374,6261.76,1894.32,2412.47,2712.08,2640.22,4047.59,3023.76,2018.76,2149.85,1907.57,1050.68,1004.88,828.99
"MAB_2651c",120.32,124.09,91.57,90.88,59.19,96.84,366.18,287.93,457.84,162.85,139.47,162.43,196.43,246.34,211.89,118.32,125.68,108.57,116.15,107.84,112.64
"MAB_2652c",13.04,8.74,4.24,4.05,4.26,7.69,28.3,6.39,27.26,9.59,9.05,9.64,14.49,18.08,20.58,6.18,11.97,3.09,6,5.55,6.36
"MAB_2653c",122.57,123.61,74.77,103.24,86.91,116.82,147.5,90,158.93,154.38,140.27,180.32,174.14,167.08,171.78,146.84,150.05,143.2,139.23,132.65,107.64
"MAB_2654",109.96,119.49,74.5,115.19,77.12,120.31,77.08,53.66,93.39,96.26,97.88,107.61,115.65,144.49,192.19,122.82,115.14,124.28,84.54,91.57,97.3
"MAB_2655",58.08,45.32,38.57,41.26,29.7,44.61,20.89,26.18,29.61,64.57,44.3,64.62,56.24,61.66,73.28,60.49,50.2,59.91,42.54,44.81,49.31
"MAB_2656",20.68,19.34,14.31,14.28,6.73,13.96,15.69,9.69,12,29.34,26.35,26.23,20.35,23.34,22.49,19.38,11.05,17.51,11.09,24.47,18.42
"MAB_2657c",235.51,196.46,155.8,100.42,72.62,91.54,77.14,139,84.88,300.26,263.72,260.01,296.5,224.36,221.04,134.3,130.07,157.35,291.15,307.12,275.74
"MAB_2658",121.38,129.23,94.69,182.16,151.8,184.51,65.35,68.73,67.81,131.86,127.47,145.12,156.59,193.46,136.31,218.72,204.53,251.51,90.93,78.45,85.53
"MAB_2659",142.64,140.95,93.7,105.05,84.72,134.69,28.38,48.89,37.49,206.92,155.73,194.03,218.78,190.24,201.54,148.35,150.36,174.18,158.24,188.18,166.7
"MAB_2660",277.2,212.32,224.97,147.72,119.88,183.61,83.62,122.19,94.95,332.01,326.77,372.45,396.41,246.16,276.95,201.73,169.91,205.69,323.11,325.08,334.08
"MAB_2661c",392.24,300.46,263.53,146.04,125.77,170.43,144.43,276.93,190.77,641.16,611.28,643.92,641.78,377.62,357.81,214.57,186.03,216.57,581.55,652.59,654.78
"MAB_2662",581.49,491.59,464.7,233.55,191.64,292.82,35.77,70.47,26.64,872.57,700.09,857.34,759.28,556.69,541.82,341.34,276.35,356.32,907.04,1048.65,936.15
"MAB_2663c",632.32,507.04,479.07,215.68,223.74,302.89,120.57,195.45,132.69,684.95,614.66,639.68,558.03,408.68,454.22,308.39,288.89,328.07,691.36,754.3,638.34
"MAB_2664c",936.51,714.66,739.38,429.78,436.53,625.53,294.28,365.51,308.43,806.11,691.85,780.78,530.99,482.38,532.27,495.19,441.08,516.89,850.65,828.01,741.47
"MAB_2665c",1494.86,1060.2,1110.62,603.38,553.14,842.7,238.16,406.49,283.08,883.64,713.12,812.47,762.03,561.2,686.47,594.18,513.96,602.55,898.43,914.5,851.07
"MAB_2666c",2334.62,1701.7,1710.86,965.65,857.38,1272.07,323.19,415.09,328.18,1279.49,1065.28,1270.58,1120.58,951.53,1336.18,1047.14,900.97,1207.14,1275.88,1348.08,1262.46
"MAB_2667c",1579.69,1065.27,1124.07,617.32,522.31,841.11,213.97,341.31,279.2,593.99,469.34,615.19,896.15,724.97,723.62,623.03,564.81,719.07,581.03,565.22,490.07
"MAB_2668c",2167.31,1738.62,1591.88,860.64,716.5,943.51,351.65,598.5,419.24,831.84,783.5,841.73,1405.53,1088.73,1321.09,909.46,876.34,1026.35,863.97,827.54,791.05
"MAB_2669c",3579.89,2666.04,2738.31,1307.96,1088.89,1564.03,543.86,805.42,643.22,1086.73,1006.47,1070.76,2378.09,1893.85,2382.55,1459.32,1369.38,1546.45,1049.95,975.68,986.72
"MAB_2670c",6638.04,5474.23,5010.09,4728.41,3621.65,5432.39,954.34,1350.3,1117.95,1509.27,1517.39,1624.82,4653.93,3677.53,4518.92,4319.31,4304.8,4993.22,1547.53,1567.74,1347.54
"MAB_2671",174.14,174.99,126.53,119.76,137.23,184.88,7.86,14.41,15.28,137.8,121,132.43,184.59,126.51,161.97,142.65,130.11,180.3,152.76,164.99,137.03
"MAB_2672c",650.58,626.92,450.99,430.04,322.46,526.12,63.91,177.81,78.76,601.41,630.19,765.54,541.47,479.24,471.22,427.99,414.89,533.72,903.07,793.32,778.72
"MAB_2673c",983.43,856.14,753.08,541.8,431.99,615.72,241.49,767.59,306.99,585.78,725.53,794.08,950.68,1025.76,913.47,515.5,497.53,454.09,871.64,786.81,759.61
"MAB_2674c",1656.14,1510.97,1168.89,791.35,560.42,876.65,182.47,526.16,191.64,1337.05,1246.35,1283.34,2462.12,1865.35,1759.76,945.88,1150.61,1031.09,1031,996.11,1127.92
"MAB_2675",158.07,200.62,102,143.38,75.92,107.59,36.65,75.53,43,205.05,218.04,217.01,292.65,260.47,282.11,163.22,157.35,139.97,153.09,148.12,136.96
"MAB_2676",369.28,410.69,265.14,342.27,225.43,374.18,72,123.23,93.55,392.14,384.86,438.12,400.42,548.05,558.5,363.2,307.46,284.43,389.73,352.34,334.59
"MAB_2677c",332.53,366.86,221.11,201.12,148.28,251.08,44.2,54.59,49.05,285.54,286.88,361.36,296.96,450.3,383.57,233.47,246.99,188.61,278.51,209.51,241.45
"MAB_2678",75.14,82.84,56.36,37.51,29.03,50.99,25.38,46.84,35.95,70.3,89.05,78.74,93.12,114.23,115.51,56.93,69.26,59.35,55.31,76.84,61.99
"MAB_2679",659.14,519.27,413.7,226.96,185.62,273.24,36.77,58.97,29,1061.8,832.82,1014.27,574.18,366.38,466.18,287.74,231.69,344.39,1146.51,1471.65,1344.35
"MAB_2680c",287.23,245.2,212.07,143.16,91.68,153.85,33.32,46.99,46,261.39,246.36,346.51,267.45,234.78,323.34,170.01,132.49,155.2,311.04,302.92,301.57
"MAB_2681",254.99,247.42,182.38,259.3,191.12,262.45,25.14,40.51,28.93,218.12,180.85,211.23,214.91,277.07,321.42,221.19,177.38,244.96,223.3,164.88,136.19
"MAB_2682c",961.39,954.24,667.62,701.52,545.77,765.52,23.42,79.51,41.77,885.79,789.28,826.27,746.89,765.69,815.8,564.82,524.37,557.64,955.18,876,790.79
"MAB_2683c",315.28,316.88,228.02,168.71,147.37,186.93,13.85,32.09,20.54,255.97,226.36,241.86,312.38,253.15,387.71,221.48,209.23,238.64,302.43,310.36,276.2
"MAB_2684c",2168.31,2324.12,1500.7,1670.96,1278.55,1616.97,56.91,128.76,58.54,2369.45,1947.99,2148.95,2206.8,2044.89,2587.91,1989.34,2024.11,2212.34,2756.51,2511.89,2387.65
"MAB_2685",274.69,284.66,182.35,165.82,110.15,176.38,15.91,44.19,18.58,233.93,232.89,227.35,285.53,343.47,343.84,167.74,161.64,170.85,255.92,196.34,164.96
"MAB_2686c",520.54,563.39,393.05,302.72,213.36,320.2,38.08,100.72,53.5,606.36,567.77,618.7,588.42,633.85,584,280.53,277.39,281.36,768.42,695.45,653.68
"MAB_2687c",1763.82,1865.61,1210.78,1601.08,1144.2,1627.62,112.2,295.35,138.54,1799.59,1669.03,1882.34,1859.69,1918.78,1783.47,1280.42,1354.2,1438.14,2457.45,1990.3,1965.92
"MAB_2688c",437.45,398.18,295.01,248.7,201.43,231.89,38.72,76.07,57.86,830.42,631.26,791.72,450.55,381.65,455.38,292.57,252.03,298.61,798.54,696.66,620.5
"MAB_2689",394.32,418.81,266.23,260.59,179.78,307.14,34,73.68,33.82,919.47,662.22,832.27,544.42,357.18,393.04,378.95,338.18,401.92,691.16,770.77,776.88
"MAB_2690",836.19,705.23,573.74,247.99,204.8,373.07,56.05,62.08,59.62,424.59,379.65,440.43,564.84,508.49,694.45,310.97,272.09,291.72,360.77,384.46,332.58
"MAB_2691c",5581.35,4300.62,4163.01,1838.19,1513.36,2645.61,74.74,158.68,90.72,2074.89,1841.93,2084.95,3482.31,2761.22,3200.41,1641.99,1545.58,1741.96,2316.47,2270.88,2038.57
"MAB_2692c",3648.96,2494.57,2537.73,1668.2,1221.74,2108.46,23.76,45.89,27.35,1158.16,988.22,1108.04,1984.27,1581.11,1780.14,1644.84,1615.85,1915.7,959.7,1087.55,1034.19
"MAB_2693",190.49,203.7,131.61,150.81,114.03,208.07,13.7,16.5,11.74,161.05,461.51,480.41,483.43,852.8,423.53,221.23,312.55,194.77,44.38,36.82,34.99
"MAB_2694",227.59,253.86,142.55,152.74,111.47,225.61,39.26,26.92,35.2,161.3,237.59,239.03,365.47,616.53,439.28,190.12,235.72,166.16,84.68,77.95,79.65
"MAB_2695",137.54,118.46,100.64,63.65,42.89,57,24.91,35.82,16.73,127.46,116.73,134.51,143.8,178.91,151.26,64.45,74.18,44.16,129.86,119.86,108.2
"MAB_2696c",1767.26,1884.03,1329.51,652.34,571.43,792.95,111.09,306.35,105.8,2668.41,2455.81,2843.81,1070.16,1141.95,1214.36,775.08,660.77,762.89,4333.07,4023.28,3607
"MAB_2697c",74.49,74.54,56.35,31.57,31.82,50.66,8.34,19.5,8.51,135.41,115.15,141.04,87.05,66.65,65.49,42.3,52.43,46.72,112.01,101.55,83.43
"MAB_2698c",163.68,162.86,134.31,67.24,46.89,97.3,28.64,46.19,24.61,226.24,178.69,229.03,168.55,165.05,185.78,76.43,73.32,73.91,200.58,164.96,171.07
"MAB_2699c",730.72,554.43,489.32,297.54,230.82,404.34,70.59,99.64,86.47,643.07,549.73,714.81,686.73,540.97,655.27,306.62,296.38,302.59,615.39,565.05,529.5
"MAB_2700c",854.53,796.74,622.78,562.01,378.18,713.99,76.41,153.04,99.96,937.14,742.93,1016.77,764.49,745.72,648.73,510.15,507.72,547.46,908.2,757.62,764.12
"MAB_2701",323.03,276.64,261.34,231.5,200.09,252.09,58.7,87.7,62.66,484.18,387.26,449.8,360.47,256.51,319.57,230.49,211.55,248.04,570.3,470.92,476.86
"MAB_2702c",109.32,125.36,83.23,100.84,77.58,105.88,25.78,34.95,28,135.49,105.23,142.89,134.59,153.11,174.7,111.66,96.07,89.46,164.22,149.08,131.19
"MAB_2704",214.34,231.91,193.72,302.39,216.51,344.86,46.66,95.27,56.81,238.68,207.7,242.04,319.99,260.35,251.77,316.36,379.54,485.92,263.36,260.54,252.35
"MAB_2705c",2834.32,2399.41,2004.26,1247.36,989.49,1539.14,964.39,949.74,1105.51,2285.82,2006.89,2226.99,1951.88,1766.16,2297.45,1328.12,1321.2,1369.3,1894.76,2062.57,1982.76
"MAB_2706c",175.22,216.93,130.58,297.49,213.61,282.59,1070.62,566.65,1383.82,337.23,372.2,396.55,456.92,415.69,392.24,442.76,617.18,483.86,215.93,206.16,186.24
"MAB_2707",56.77,77.39,42.38,54.68,37.04,58.38,109,111.66,117.49,54.15,73.72,83.65,74.22,91.92,75.39,70.81,72,58.53,33.53,64.08,56.11
"MAB_2708",119.08,111.74,72.96,101.24,59.61,108.68,55.59,46.09,64.14,91.93,104.73,107.81,113,119.93,106.91,107.15,105.46,103.18,109.39,129.42,94.35
"MAB_2709c",81.84,82.14,52.18,47.23,34.03,47.38,17.65,24.96,11.81,105.04,95.16,109.26,53.04,56.97,66.73,46.2,53.26,28.31,115.5,102.54,94.76
"MAB_2710c",449.11,401.76,356.04,106.47,97.93,144.04,78.76,191.31,85.46,1171.55,1030.35,1161.64,449.61,325.07,426.47,175.97,142.07,172.07,1017.82,1006.99,1023.16
"MAB_2711c",2382.35,2083.8,1817.51,492.85,502.19,588.27,245.46,704.08,280.05,4940.12,4211.78,4649.85,2143.08,1637.64,2186.26,758.05,619.76,728.78,4860.41,4849.62,4519.74
"MAB_2712c",2446.96,2030.89,1789.42,967.36,779.47,965.88,292.99,719.03,348.55,4050.22,3456.49,3763.59,2430.59,1793.42,2340.22,1140.01,1024.34,1141.89,3847.76,3828.76,3468.57
"MAB_2713",392.31,292.04,305.64,182.99,156.85,255.92,84.53,133.36,95.23,370.26,354.85,423.19,448.32,416.27,352.95,225.99,260.05,231.89,359.39,356.28,347.47
"MAB_2714c",444.22,312.64,306.64,193.95,146.92,242.19,61.03,140.51,59.47,521.74,477.7,542.38,613.49,529.64,423.2,204.95,242.18,216.03,539.11,590.93,562.89
"MAB_2715c",644.27,547.18,440.54,317.07,255.2,408.55,76.01,182.04,94.84,857.08,845.88,976.84,1181.62,938.08,497.54,392.3,448.7,514.26,967.24,916.04,887.39
"MAB_2716c",412.22,373.22,258.26,1212.77,1065.55,1280.47,23.23,54.07,30,206.86,279.92,260.38,604.96,649.41,457.5,1349.69,1666.04,1631.41,373.81,398.07,394.19
"MAB_2717c",691.34,609.69,377.96,5291.55,5022.82,5349.97,11.32,35.04,19,158.12,202.28,191.07,1321.58,1709.57,1328.5,7343.61,10062.26,9129.61,170.97,153.93,156.38
"MAB_2718c",1530.51,1191.96,1060.49,470.89,418.8,604.93,87.49,382.09,98.24,1960.64,1897.91,2254.65,1261.8,917.77,1045.76,484.03,427.5,511.51,3859.32,3874.82,3657.59
"MAB_2719c",360.11,332.18,268.2,178.74,143.62,239.01,34.82,105.57,43.74,600.85,583.19,733.09,393.45,304.35,220.97,180.64,180.72,218.91,924.24,872.95,775.77
"MAB_2720",289.07,306.57,199.47,176.14,162.38,204.18,43.85,76.78,39.66,514.53,446.18,486.73,317.51,287.88,298.74,201.85,196.41,244.74,667.31,608.23,600.3
"MAB_2721c",780.95,740.7,604.49,319,241.14,285.77,101.31,204.34,122.38,918.34,867.05,977.39,608.92,590.86,708.35,258.7,222.15,254.61,1762.59,1544.2,1484.58
"MAB_2722c",1427,1309.54,1017.74,456.62,330.14,486.91,187,319.07,170.65,1567.64,1337.23,1541.78,1042.19,1063.12,1465.05,427.35,346.72,426.45,2950.22,2791.42,2594.69
"MAB_2723c",1175.73,1151.82,852.23,454.07,329.62,502.38,111.46,217.23,110.26,1349.96,1203.86,1424.09,835.49,983.69,1219.72,414.38,321.69,394.24,2009.55,2195.89,2080.2
"MAB_2724c",865.96,791,681.55,554.11,502.34,699.91,205.27,334.96,224.43,2294.42,2012.89,2351.38,1284.5,971.86,875.35,706.35,633.04,770.57,2118.93,2195.03,1935.45
"MAB_2725c",1365.18,1147.28,1058.93,814.89,699.38,966,175,205.66,165.22,2187.93,2008.55,2209.24,1937.86,1258.35,1431.3,1121.49,1205.46,1280.38,2443.32,2346.82,2090.45
"MAB_2726c",3466.58,2798.58,2476.5,2434.95,2016.51,2943.96,236.26,329.22,273.12,4739.64,4195.45,4742.32,4201.64,3242.58,3242.66,3084.66,3468.39,3752.01,5497.27,5037.64,4942.38
"MAB_2727c",536.27,501.97,424.38,559.72,441.46,590.69,433.24,700.19,671.5,832.23,947.91,1093.99,471.01,440.62,340.24,332.31,325.38,392.8,1627.88,1708.95,1569.82
"MAB_2728c",762.77,757.2,582.72,987.2,732.39,1318.18,147.85,248.08,164.54,1011.53,1119.41,1295,618.62,691.2,659.32,853.36,1015.46,951.46,1784.89,1877.74,1683.16
"MAB_2729c",349.42,343.81,266.99,199.31,133.5,193.5,45.95,91.07,49.59,602.31,449.24,577.88,341.65,251.19,317.54,225.26,222.68,260.18,709.53,602.76,537.15
"MAB_2730",5228.04,4653.42,3866,1635.18,1239.53,1559.05,4279.73,4901.61,5245.38,6276.36,4871.36,5227.96,5175.51,4126.05,4767.54,1863.27,1777.74,1940.42,5942.69,6560.08,6697.04
"MAB_2731",220.69,195.3,160.15,40.36,47.04,54.5,173.99,174.31,189.08,339.43,244.28,325.15,205.76,189.01,266.15,57.95,51.05,55.03,309.74,359.68,320.95
"MAB_2732",126.19,110.15,82.23,49.68,51.12,76.96,83.59,90.73,110.65,226.57,147.3,210.15,115.96,142.35,162.59,66.32,71.2,66.35,193.73,208.81,170.01
"MAB_2733c",241.55,191.59,140.08,274.77,211.39,297.85,36.85,52.42,48.03,246.27,159.55,200.2,158.07,196.7,201.31,246.45,249.31,255.23,256.77,274.47,259.61
"MAB_2734c",560.28,510.35,383.38,580.18,457.45,599.85,24.28,40.77,32.5,449.12,432.68,502.31,469.2,357.32,504.05,478.43,507.38,563.14,775.46,698.64,646.59
"MAB_2735c",162.32,141.97,111.91,107.28,82.59,112.76,25.41,21.16,36.08,132.97,122.57,107.51,141.15,138.78,133.81,99.51,91.11,115.45,83.38,76.58,65.07
"MAB_2736c",1698.04,1346.74,1282.86,1754.16,1400.86,2192.32,71.97,156.89,86.2,1882.46,1500.58,1664.95,1876.91,1377.23,1732.42,1979.78,1806.22,2068.53,1354.85,1291.66,1220.14
"MAB_2737c",427.28,385.46,340.23,183.58,117.96,234.46,35.65,40.26,34.93,661.18,527.88,587.38,550.89,507.42,548.92,254.78,235.2,241.11,516.76,516.97,518.39
"MAB_2738c",905.45,796.55,597.78,341.27,249.81,387.14,148.12,216.68,146.82,350.38,473.03,564.59,1791.74,2395.36,1630.69,601.42,870.46,727.43,251.54,254.85,239.85
"MAB_2739c",1760.43,1509.68,1174.66,829.47,582.61,976.41,328.38,548.14,397.09,760.5,1125.86,1230.74,3254.61,4664.43,3025.35,1467.74,2304.18,1723.46,672.3,620.8,616.54
"MAB_2740c",1211.99,959.86,803.45,1521.12,1226.39,1430.26,39.91,110.64,80.01,725.59,772.82,818.3,1153.41,816.31,849.47,1204.32,1153.35,1264.84,972.31,755.72,749.43
"MAB_2741",382.19,306.57,282.86,242.36,212.69,299.47,20.26,56.43,36.43,635.22,551.51,633.22,349.2,262.04,294.66,290.3,246.88,325.69,972.42,1013.16,954.92
"MAB_2742",244.66,211.49,156.74,132.09,86.38,129.18,61.11,85.12,57.3,193.64,208.01,218.7,232.82,252.41,250.34,166.8,165.15,149.61,247.39,240.7,247.09
"MAB_2743",711.66,638.76,525.26,336.91,309.32,335.86,304.11,575.59,376.15,658.28,613.85,681.12,936.88,751.68,739.57,416.55,413.69,452.27,820.27,836.39,815.55
